1,0.02,20,1,0.88,0,0,0.8637623762,0,0.0033663366,0.02,0.0864616063,0.8958368715
1,0.02,100,5,0.83,0,0,0.8606930693,0,0.0022772277,0.01,0,1.0640677707
1,0.02,180,9,0,0.22,0.78,0,0.195049505,0.804950495,0.51,159.6202411925,0.7738643714
1,0.02,200,10,0,0.18,0.82,0,0.2413861386,0.7586138614,0.65,122.0825582463,0.8160310305
1,0.02,140,7,0,0.22,0.78,0,0.2471287129,0.7528712871,0.58,101.3232563418,0.8124825668
1,0.02,160,8,0,0.26,0.74,0,0.2465346535,0.7534653465,0.52,125.6227900767,0.7989413212
1,0.02,120,6,0.11,0.32,0.57,0.1218811881,0.3598019802,0.5183168317,0.49,64.9024978498,0.8970534255
1,0.02,80,4,0.21,0.39,0.4,0.2346534653,0.3495049505,0.4158415842,0.47,87.7216891455,0.9381474514
1,0.02,60,3,0.49,0.29,0.22,0.5652475248,0.2611881188,0.1735643564,0.39,132.1362274588,1.1853418156
1,0.04,20,11,0.84,0.01,0.14,0.8599009901,0.016039604,0.1202970297,0.2,190.6132813876,1.2918030742
1,0.02,40,2,0.67,0.07,0.26,0.6182178218,0.1367326733,0.245049505,0.35,141.4270552751,0.9354326736
1,0.04,60,13,0.87,0,0,0.8917821782,0,0.0035643564,0.03,22.3848804088,1.2506918422
1,0.04,120,16,0,0.3,0.7,0,0.2962376238,0.7037623762,0.53,86.5257149604,1.0497829835
1,0.04,100,15,0.37,0.28,0.35,0.3261386139,0.2268316832,0.447029703,0.45,114.0245758767,1.1060441034
1,0.04,180,19,0,0.33,0.67,0,0.3622772277,0.6377227723,0.51,92.5649880336,0.854413706
1,0.04,140,17,0.07,0.45,0.48,0.1021782178,0.3881188119,0.5097029703,0.51,131.4994823123,0.6937291083
1,0.04,160,18,0.25,0.28,0.47,0.2518811881,0.2979207921,0.4501980198,0.45,70.0910921476,0.9490670605
1,0.04,80,14,0.44,0.23,0.33,0.4268316832,0.2411881188,0.331980198,0.54,57.2712883046,0.8160626847
1,0.04,40,12,0.69,0.16,0.15,0.7121782178,0.1186138614,0.1692079208,0.42,101.3408280361,0.9456337291
1,0.06,20,21,0.86,0,0,0.8813861386,0,0.0091089109,0.05,9.1980581498,0.9623169463
1,0.04,200,20,0,0.1,0.9,0,0.1136633663,0.8863366337,0.56,87.6840572708,0.8111396477
1,0.06,40,22,0.64,0.17,0.17,0.5918811881,0.1935643564,0.1748514851,0.25,118.4658481994,1.0293336206
1,0.06,140,27,0,0.19,0.81,0,0.2038613861,0.7961386139,0.53,78.189586476,0.9036312244
1,0.06,180,29,0,0.32,0.68,0,0.3588118812,0.6411881188,0.52,125.4372342335,1.3655264963
1,0.06,160,28,0,0.43,0.57,0,0.4404950495,0.5595049505,0.64,134.4270822265,1.1377288292
1,0.06,80,24,0.18,0.36,0.46,0.2354455446,0.3263366337,0.4382178218,0.45,124.6988936512,1.2196588128
1,0.06,200,30,0,0.19,0.81,0,0.1648514851,0.8351485149,0.4,63.9924968917,1.1196119679
1,0.06,100,25,0.02,0.29,0.69,0.0382178218,0.3544554455,0.6073267327,0.54,141.1669941905,1.2305053681
1,0.06,60,23,0.29,0.32,0.39,0.2854455446,0.3024752475,0.4120792079,0.45,158.5264630617,0.8316247246
1,0.06,120,26,0.06,0.3,0.64,0.0375247525,0.3415841584,0.6208910891,0.49,101.921886676,0.7877880779
1,0.08,40,32,0.88,0,0.02,0.8798019802,0,0.0046534653,0.03,6.759856535,1.2135014184
1,0.08,20,31,0.85,0,0.03,0.874950495,0,0.030990099,0.12,36.8660272659,0.9805613107
1,0.08,60,33,0.23,0.31,0.46,0.2293069307,0.3571287129,0.4135643564,0.41,78.7627686408,1.4676407387
1,0.08,140,37,0,0.23,0.77,0,0.1854455446,0.8145544554,0.45,96.7907755484,1.1358019284
