"","treatment","longevity","S","I","R","avgS","avgI","avgR","maxI","tmaxI","quality0"
"event.times1308","+high",80,0.94,0,0.06,0.905148514851485,0,0.0948514851485149,0.01,"0",1.01094716009077
"event.times1309","+low",80,0.64,0,0.36,0.659207920792079,0,0.340792079207921,0.01,"0",0.401133213622608
"event.times1310","full",80,0.78,0,0.22,0.814653465346535,0,0.185346534653465,0.01,"0",1.45846834944379
"event.times1311","low.var",80,0.83,0,0.17,0.856534653465347,0,0.143465346534653,0.01,"0",1.22403222460163
"event.times1312","+high",80,0.38,0.33,0.29,0.37019801980198,0.390792079207921,0.239009900990099,0.45,"181.752261442802",0.815534578651262
"event.times1313","+low",80,0.6,0,0.4,0.629108910891089,0,0.370891089108911,0.01,"0",0.807524954515777
"event.times1314","full",80,0.75,0,0.25,0.73970297029703,0,0.26029702970297,0.1,"61.3884560737407",1.09285364390846
"event.times1315","low.var",80,0.82,0.07,0.11,0.777920792079208,0.0638613861386139,0.158217821782178,0.17,"137.641285732845",1.17852866103326
"event.times1316","+high",80,0.53,0.28,0.19,0.519108910891089,0.266534653465347,0.214356435643564,0.34,"202.790264795975",1.24208472894392
"event.times1317","+low",80,0.63,0,0.37,0.617920792079208,0,0.382079207920792,0.02,"25.1012686254447",1.09336548285212
"event.times1318","full",80,0.82,0,0.18,0.754653465346535,0,0.245346534653465,0.01,"0",0.695012572507944
"event.times1319","low.var",80,0.7,0.1,0.2,0.670594059405941,0.105643564356436,0.223762376237624,0.16,"210.055970967208",0.964945995263556
"event.times1320","+high",80,0.56,0.2,0.24,0.557722772277228,0.194752475247525,0.247524752475248,0.39,"171.964928702071",1.19015070240981
"event.times1321","+low",80,0.71,0,0.29,0.668910891089109,0.00831683168316832,0.322772277227723,0.04,"50.0132179592614",1.21108742792126
"event.times1322","full",80,0.72,0,0.28,0.71960396039604,0,0.28039603960396,0.01,"0",0.763228282212523
"event.times1323","low.var",80,0.89,0,0.11,0.923069306930693,0,0.0769306930693069,0.01,"0",0.79482930120079
"event.times1324","+high",80,0.53,0.25,0.22,0.492277227722772,0.239207920792079,0.268514851485149,0.31,"207.590788641084",1.57329273761683
"event.times1325","+low",80,0.67,0,0.33,0.626039603960396,0,0.373960396039604,0.01,"0",0.26678487243647
"event.times1326","full",80,0.82,0,0.18,0.819405940594059,0,0.180594059405941,0.01,"0",0.476986541107875
"event.times1327","low.var",80,0.84,0,0.16,0.854851485148515,0,0.145148514851485,0.03,"20.2460637345492",0.782797176569783
"event.times1328","+high",80,0.92,0,0.08,0.89029702970297,0,0.10970297029703,0.01,"0",0.897064528362504
"event.times1329","+low",80,0.63,0,0.37,0.616336633663366,0,0.383663366336634,0.01,"0",0.615361349298817
"event.times1330","full",80,0.77,0,0.23,0.734356435643564,0,0.265643564356436,0.02,"8.66769686530981",1.42288854187914
"event.times1331","low.var",80,0.84,0,0.16,0.837227722772277,0,0.162772277227723,0.01,"0",0.952826413768415
"event.times1332","+high",80,0.67,0.14,0.19,0.648019801980198,0.185148514851485,0.166831683168317,0.32,"189.380974659199",1.63825990446268
"event.times1333","+low",80,0.59,0,0.41,0.65,0,0.35,0.01,"0",0.269349554289269
"event.times1334","full",80,0.85,0,0.15,0.817128712871287,0,0.182871287128713,0.02,"26.4925978546027",1.08789075870652
"event.times1335","low.var",80,0.83,0,0.17,0.844455445544554,0,0.155544554455446,0.01,"0",0.998777067333749
"event.times1336","+high",80,0.55,0.18,0.27,0.571584158415842,0.177227722772277,0.251188118811881,0.33,"154.196474463172",1.68850941907927
"event.times1337","+low",80,0.73,0,0.27,0.743663366336634,0,0.256336633663366,0.01,"0",0.452903187477617
"event.times1338","full",80,0.78,0,0.22,0.801980198019802,0,0.198019801980198,0.02,"35.8785294996116",0.564262507736289
"event.times1339","low.var",80,0.62,0.07,0.31,0.563168316831683,0.114059405940594,0.322772277227723,0.22,"210.952140782535",1.10120379916604
"event.times1340","+high",80,0.48,0.23,0.29,0.475346534653465,0.25009900990099,0.274554455445545,0.42,"172.765847333776",1.55023226508765
"event.times1341","+low",80,0.7,0,0.3,0.663762376237624,0,0.336237623762376,0.02,"2.23881202979528",0.847557298672566
"event.times1342","full",80,0.8,0,0.2,0.79029702970297,0,0.20970297029703,0.01,"0",0.309817691009159
"event.times1343","low.var",80,0.83,0,0.17,0.799108910891089,0,0.200891089108911,0.01,"0",0.996299154103278
"event.times1344","+high",80,0.91,0,0.09,0.904455445544554,0,0.0955445544554455,0.01,"0",0.899788177945718
"event.times1345","+low",80,0.58,0,0.42,0.597425742574257,0,0.402574257425743,0.03,"66.2632486116078",0.414505830814958
"event.times1346","full",80,0.72,0,0.28,0.722574257425743,0,0.277425742574257,0.02,"22.4130405914725",0.763999507946851
"event.times1347","low.var",80,0.9,0,0.1,0.865346534653465,0,0.134653465346535,0.01,"0",0.879261393255171
"event.times1348","+high",80,0.52,0.23,0.25,0.514950495049505,0.27039603960396,0.214653465346535,0.34,"194.90395604762",1.33237984713461
"event.times1349","+low",80,0.74,0,0.26,0.719207920792079,0,0.280792079207921,0.02,"0.254507369663222",0.725419178341311
"event.times1350","full",80,0.89,0,0.11,0.795346534653465,0,0.204653465346535,0.01,"0",0.254631644763557
"event.times1351","low.var",80,0.68,0.11,0.21,0.655643564356436,0.0752475247524752,0.269108910891089,0.17,"214.397399248532",0.958079222405564
"event.times1352","+high",80,0.6,0.19,0.21,0.548415841584158,0.215643564356436,0.235940594059406,0.33,"168.300601974751",1.40979807876152
"event.times1353","+low",80,0.5,0.05,0.45,0.57990099009901,0.0355445544554455,0.384554455445545,0.09,"150.571774517975",1.05247559928606
"event.times1354","full",80,0.78,0,0.22,0.801386138613861,0,0.198613861386139,0.01,"0",1.73549409960296
"event.times1355","low.var",80,0.79,0.05,0.16,0.775346534653465,0.0487128712871287,0.175940594059406,0.09,"196.093143098913",1.05613820521041
"event.times1356","+high",80,0.75,0.13,0.12,0.715742574257426,0.129108910891089,0.155148514851485,0.33,"150.098466630053",0.803739026922418
"event.times1357","+low",80,0.68,0,0.32,0.684554455445545,0,0.315445544554455,0.01,"0",0.80593692368957
"event.times1358","full",80,0.77,0,0.23,0.714356435643564,0,0.285643564356436,0.01,"0",1.0486246406102
"event.times1359","low.var",80,0.74,0.11,0.15,0.680792079207921,0.11970297029703,0.19950495049505,0.19,"207.435877912757",0.96105017385017
"event.times1360","+high",80,0.86,0,0.14,0.902376237623762,0,0.0976237623762376,0.02,"29.2888625818419",1.65164163425528
"event.times1361","+low",80,0.75,0,0.25,0.696534653465346,0,0.303465346534653,0.02,"16.8585457194831",0.711745687007237
"event.times1362","full",80,0.72,0.14,0.14,0.709108910891089,0.088019801980198,0.202871287128713,0.14,"249.866212403242",1.6303745150554
