"","treatment","longevity","S","I","R","avgS","avgI","avgR","maxI","tmaxI","quality0"
"event.times","+high",20,0.88,0,0.12,0.892475247524752,0,0.107524752475248,0.01,"0",1.42766302556856
"event.times1","+low",20,0.78,0,0.22,0.794851485148515,0,0.205148514851485,0.1,"12.5573274064804",1.07569447481512
"event.times2","full",20,0.78,0,0.22,0.81009900990099,0,0.18990099009901,0.01,"0",1.64160368320202
"event.times3","low.var",20,0.81,0,0.19,0.813366336633663,0,0.186633663366337,0.02,"2.8531133572706",0.972979962863192
"event.times4","+high",20,0.9,0,0.1,0.855445544554455,0,0.144554455445545,0.02,"2.95739932980969",0.817870681366806
"event.times5","+low",20,0.86,0,0.14,0.835247524752475,0,0.164752475247525,0.07,"9.46635355910463",0.711173399901877
"event.times6","full",20,0.88,0,0.12,0.864554455445545,0,0.135445544554455,0.02,"0.928690708287515",1.3281289921388
"event.times7","low.var",20,0.87,0,0.13,0.84029702970297,0,0.15970297029703,0.02,"1.23505527366433",0.783623083771181
"event.times8","+high",20,0.82,0,0.18,0.86,0,0.14,0.01,"0",0.944618500550003
"event.times9","+low",20,0.78,0,0.22,0.733069306930693,0,0.266930693069307,0.06,"35.945412053887",0.929706388658764
"event.times10","full",20,0.78,0,0.22,0.825742574257426,0,0.174257425742574,0.01,"0",0.72040583713179
"event.times11","low.var",20,0.89,0,0.11,0.816732673267327,0,0.183267326732673,0.02,"0.0678669433227184",1.18153156741428
"event.times12","+high",20,0.88,0,0.12,0.848118811881188,0,0.151881188118812,0.01,"0",1.43172166206802
"event.times13","+low",20,0.78,0,0.22,0.734851485148515,0,0.265148514851485,0.01,"0",0.770265386039469
"event.times14","full",20,0.87,0,0.13,0.82029702970297,0,0.17970297029703,0.06,"6.59760764156794",1.389524270179
"event.times15","low.var",20,0.79,0,0.21,0.790990099009901,0,0.209009900990099,0.12,"12.933976895632",1.23737101265851
"event.times16","+high",20,0.89,0,0.11,0.883267326732673,0,0.116732673267327,0.02,"0.357461306446865",1.24638779501681
"event.times17","+low",20,0.74,0,0.26,0.804356435643564,0,0.195643564356436,0.02,"1.09728679958418",1.04149168284804
"event.times18","full",20,0.62,0.13,0.25,0.648118811881188,0.11980198019802,0.232079207920792,0.23,"76.0978564119513",0.295747471317851
"event.times19","low.var",20,0.86,0,0.14,0.870891089108911,0,0.129108910891089,0.04,"0.990925813169032",1.07521798741122
"event.times20","+high",20,0.85,0,0.15,0.81990099009901,0,0.18009900990099,0.01,"0",1.52703093513591
"event.times21","+low",20,0.73,0,0.27,0.713960396039604,0,0.286039603960396,0.03,"5.63737679695769",0.851768239841686
"event.times22","full",20,0.85,0,0.15,0.843861386138614,0,0.156138613861386,0.03,"2.11998674812697",0.530805542705943
"event.times23","low.var",20,0.85,0,0.15,0.861287128712871,0,0.138712871287129,0.04,"9.1837652598274",0.87633597198589
"event.times24","+high",20,0.88,0,0.12,0.886336633663366,0,0.113663366336634,0.02,"0.0319492658526842",0.766437323945571
"event.times25","+low",20,0.75,0,0.25,0.78960396039604,0,0.21039603960396,0.03,"4.51267725904792",1.24069686665033
"event.times26","full",20,0.85,0,0.15,0.786039603960396,0,0.213960396039604,0.01,"0",0.477833649762908
"event.times27","low.var",20,0.81,0,0.19,0.850594059405941,0,0.149405940594059,0.01,"0",0.829436120469323
"event.times28","+high",20,0.88,0,0.12,0.912673267326733,0,0.0873267326732673,0.02,"0.0198542891910616",1.76465096515616
"event.times29","+low",20,0.7,0,0.3,0.791881188118812,0,0.208118811881188,0.02,"0.794130950958001",0.541309939556342
"event.times30","full",20,0.87,0,0.13,0.85,0,0.15,0.02,"0.348686211412732",1.41946933704973
"event.times31","low.var",20,0.87,0,0.13,0.827227722772277,0,0.172772277227723,0.01,"0",0.955771037245363
"event.times32","+high",20,0.85,0,0.15,0.843861386138614,0,0.156138613861386,0.36,"46.4223888533891",1.22271313755106
"event.times33","+low",20,0.73,0,0.27,0.75019801980198,0,0.24980198019802,0.06,"14.9398413058986",0.321002368752249
"event.times34","full",20,0.79,0,0.21,0.853762376237624,0,0.146237623762376,0.01,"0",1.66120914926421
"event.times35","low.var",20,0.86,0,0.14,0.873663366336634,0,0.126336633663366,0.15,"13.7983058518166",1.11490975195281
"event.times36","+high",20,0.94,0,0.06,0.865148514851485,0,0.134851485148515,0.03,"1.37414815596589",1.1693266670323
"event.times37","+low",20,0.82,0,0.18,0.798019801980198,0,0.201980198019802,0.01,"0",0.445099334469006
"event.times38","full",20,0.86,0,0.14,0.866732673267327,0,0.133267326732673,0.01,"0",1.46589545816444
"event.times39","low.var",20,0.89,0,0.11,0.867029702970297,0,0.132970297029703,0.13,"10.6233006646787",0.984185613854651
"event.times40","+high",20,0.91,0,0.09,0.883465346534653,0,0.116534653465347,0.02,"0.552668725107216",0.756621243204255
"event.times41","+low",20,0.77,0,0.23,0.731386138613861,0,0.268613861386139,0.03,"1.44544617862531",0.97527863544682
"event.times42","full",20,0.87,0,0.13,0.864257425742574,0,0.135742574257426,0.04,"7.65048406073738",1.41013777900259
"event.times43","low.var",20,0.86,0,0.14,0.847722772277228,0,0.152277227722772,0.01,"0",0.88388969664573
"event.times44","+high",20,0.89,0,0.11,0.873168316831683,0,0.126831683168317,0.01,"0",1.58422573928813
"event.times45","+low",20,0.69,0,0.31,0.713960396039604,0,0.286039603960396,0.02,"2.28221402111219",1.12897588741231
"event.times46","full",20,0.8,0,0.2,0.774455445544554,0,0.225544554455446,0.02,"1.25339484574638",0.784037424453598
"event.times47","low.var",20,0.77,0,0.23,0.798712871287129,0,0.201287128712871,0.04,"18.1150412621402",1.20109540021464
"event.times48","+high",20,0.87,0,0.13,0.90029702970297,0,0.0997029702970297,0.02,"1.39618028446282",0.848449758873558
"event.times49","+low",20,0.79,0,0.21,0.826435643564356,0,0.173564356435644,0.1,"12.594689398705",0.738148881503491
"event.times50","full",20,0.8,0,0.2,0.746930693069307,0,0.253069306930693,0.02,"0.116676420097952",1.25206858698224
"event.times51","low.var",20,0.78,0,0.22,0.817227722772277,0,0.182772277227723,0.04,"2.76346397368511",1.17505217928032
"event.times52","+high",20,0.92,0,0.08,0.896633663366337,0,0.103366336633663,0.01,"0",1.54840210515193
"event.times53","+low",20,0.74,0,0.26,0.736831683168317,0,0.263168316831683,0.01,"0",0.435164321096007
"event.times54","full",20,0.82,0,0.18,0.795841584158416,0,0.204158415841584,0.02,"0.900145489677514",0.308860578684637
"event.times55","low.var",20,0.9,0,0.1,0.867722772277228,0,0.132277227722772,0.01,"0",1.21294450498367
"event.times56","+high",20,0.71,0.05,0.24,0.726633663366337,0.0688118811881188,0.204554455445545,0.31,"96.8454824613043",1.56597435228588
"event.times57","+low",20,0.7,0,0.3,0.747128712871287,0,0.252871287128713,0.01,"0",0.907091150494968
"event.times58","full",20,0.82,0,0.18,0.855643564356436,0,0.144356435643564,0.01,"0",0.750724630011087
"event.times59","low.var",20,0.76,0,0.24,0.838415841584158,0,0.161584158415842,0.02,"0.529271738150506",1.00542215516581
"event.times60","+high",20,0.9,0,0.1,0.847524752475248,0,0.152475247524752,0.02,"0.139545371698708",1.31730098171477
"event.times61","+low",20,0.83,0,0.17,0.79019801980198,0,0.20980198019802,0.01,"0",1.23568429795619
"event.times62","full",20,0.84,0,0.16,0.801782178217822,0,0.198217821782178,0.01,"0",0.445254987058317
"event.times63","low.var",20,0.85,0,0.15,0.834950495049505,0,0.165049504950495,0.01,"0",0.814174494236144
"event.times64","+high",20,0.9,0,0.1,0.90019801980198,0,0.0998019801980198,0.01,"0",1.22443868489287
"event.times65","+low",20,0.83,0,0.17,0.78960396039604,0,0.21039603960396,0.01,"0",0.72352943779057
"event.times66","full",20,0.8,0,0.2,0.875841584158416,0,0.124158415841584,0.01,"0",1.49917154888762
"event.times67","low.var",20,0.8,0,0.2,0.864158415841584,0,0.135841584158416,0.01,"0",1.16237041077268
"event.times68","+high",20,0.88,0,0.12,0.852277227722772,0,0.147722772277228,0.01,"0",1.60975595128555
"event.times69","+low",20,0.83,0,0.17,0.805643564356436,0,0.194356435643564,0.02,"1.4567517265345",0.367619291790688
"event.times70","full",20,0.81,0,0.19,0.844059405940594,0,0.155940594059406,0.01,"0",1.05073469814366
"event.times71","low.var",20,0.85,0,0.15,0.841089108910891,0,0.158910891089109,0.1,"17.0722020062427",1.03567442857146
"event.times72","+high",20,0.89,0,0.11,0.897920792079208,0,0.102079207920792,0.06,"14.0046913619086",1.6824437432941
"event.times73","+low",20,0.78,0,0.22,0.791881188118812,0,0.208118811881188,0.01,"0",1.12629819607052
"event.times74","full",20,0.78,0,0.22,0.814851485148515,0,0.185148514851485,0.01,"0",1.47602300253749
"event.times75","low.var",20,0.87,0,0.13,0.855544554455446,0,0.144455445544554,0.01,"0",1.1820069263934
"event.times76","+high",20,0.59,0.17,0.24,0.537623762376238,0.144950495049505,0.317425742574257,0.43,"49.946029107525",1.47010527054489
"event.times77","+low",20,0.78,0,0.22,0.854653465346535,0,0.145346534653465,0.01,"0",0.806377895395727
"event.times78","full",20,0.84,0,0.16,0.849504950495049,0,0.15049504950495,0.01,"0",0.552532956045787
"event.times79","low.var",20,0.9,0,0.1,0.865742574257426,0,0.134257425742574,0.01,"0",1.09565834001905
"event.times80","+high",20,0.9,0,0.1,0.836633663366337,0,0.163366336633663,0.01,"0",1.47346734028948
"event.times81","+low",20,0.82,0,0.18,0.822178217821782,0,0.177821782178218,0.01,"0",1.01039439349967
"event.times82","full",20,0.76,0,0.24,0.763960396039604,0,0.236039603960396,0.01,"0",1.37751174560645
"event.times83","low.var",20,0.88,0,0.12,0.887722772277228,0,0.112277227722772,0.01,"0",0.943224585177081
"event.times84","+high",20,0.88,0,0.12,0.87009900990099,0,0.12990099009901,0.01,"0",1.12525977703554
"event.times85","+low",20,0.84,0,0.16,0.805346534653465,0,0.194653465346535,0.01,"0",1.05079606502079
"event.times86","full",20,0.78,0,0.22,0.855049504950495,0,0.144950495049505,0.01,"0",0.824131759918883
"event.times87","low.var",20,0.9,0,0.1,0.826534653465346,0,0.173465346534653,0.01,"0",1.21404407298709
"event.times88","+high",20,0.9,0,0.1,0.90019801980198,0,0.0998019801980198,0.01,"0",1.11063080744121
"event.times89","+low",20,0.81,0,0.19,0.827425742574257,0,0.172574257425743,0.01,"0",0.627993476803679
"event.times90","full",20,0.88,0,0.12,0.871881188118812,0,0.128118811881188,0.01,"0",1.31190028051908
"event.times91","low.var",20,0.87,0,0.13,0.867029702970297,0,0.132970297029703,0.05,"20.6532543640921",0.948940343965334
"event.times92","+high",20,0.91,0,0.09,0.91039603960396,0,0.0896039603960396,0.01,"0",1.05349378502716
"event.times93","+low",20,0.81,0,0.19,0.816336633663366,0,0.183663366336634,0.02,"14.9659836391093",0.964451482652181
"event.times94","full",20,0.83,0,0.17,0.829405940594059,0,0.170594059405941,0.01,"0",0.438153468971317
"event.times95","low.var",20,0.85,0,0.15,0.823465346534653,0,0.176534653465347,0.02,"0.827463334277294",1.09721442420726
"event.times96","+high",20,0.89,0,0.11,0.884059405940594,0,0.115940594059406,0.03,"1.69121201254633",1.44536815648115
"event.times97","+low",20,0.76,0,0.24,0.793267326732673,0,0.206732673267327,0.03,"1.57178357404054",1.2216637829095
"event.times98","full",20,0.83,0,0.17,0.848613861386139,0,0.151386138613861,0.01,"0",0.581157891232618
"event.times99","low.var",20,0.8,0,0.2,0.836831683168317,0,0.163168316831683,0.01,"0",1.15643073930303
"event.times100","+high",20,0.86,0,0.14,0.837821782178218,0,0.162178217821782,0.39,"84.5276211079325",1.42726084104669
"event.times101","+low",20,0.81,0,0.19,0.800495049504951,0,0.19950495049505,0.08,"11.688795296285",0.362307945270672
"event.times102","full",20,0.88,0,0.12,0.856237623762376,0,0.143762376237624,0.03,"3.09819207852921",0.372644006151993
"event.times103","low.var",20,0.82,0,0.18,0.818415841584158,0,0.181584158415842,0.01,"0",1.13146305780574
"event.times104","+high",20,0.83,0,0.17,0.840891089108911,0,0.159108910891089,0.1,"23.7749770774746",1.22314262094312
"event.times105","+low",20,0.82,0,0.18,0.833663366336634,0,0.166336633663366,0.01,"0",1.05858779661889
"event.times106","full",20,0.86,0,0.14,0.863762376237624,0,0.136237623762376,0.01,"0",0.486747322058657
"event.times107","low.var",20,0.85,0,0.15,0.841287128712871,0,0.158712871287129,0.09,"2.14111284970544",1.1296794767263
"event.times108","+high",20,0.96,0,0.04,0.900792079207921,0,0.0992079207920792,0.01,"0",1.53116161881358
"event.times109","+low",20,0.77,0,0.23,0.79970297029703,0,0.20029702970297,0.01,"0",1.02969309548483
"event.times110","full",20,0.87,0,0.13,0.810990099009901,0,0.189009900990099,0.01,"0",0.697719472259654
"event.times111","low.var",20,0.83,0,0.17,0.805841584158416,0,0.194158415841584,0.02,"1.01298805348306",1.04682223192425
"event.times112","+high",20,0.88,0,0.12,0.859405940594059,0,0.140594059405941,0.01,"0",1.72495194993702
"event.times113","+low",20,0.84,0,0.16,0.767722772277228,0,0.232277227722772,0.07,"14.7145329695316",0.937833781230182
"event.times114","full",20,0.84,0,0.16,0.871287128712871,0,0.128712871287129,0.08,"2.13250726630034",1.62418070281227
"event.times115","low.var",20,0.86,0,0.14,0.865544554455446,0,0.134455445544554,0.02,"0.390354922210374",0.952732704412609
"event.times116","+high",20,0.88,0,0.12,0.875247524752475,0,0.124752475247525,0.01,"0",1.2837734432064
"event.times117","+low",20,0.77,0,0.23,0.782475247524753,0,0.217524752475248,0.01,"0",0.960484470418951
"event.times118","full",20,0.74,0,0.26,0.819405940594059,0,0.180594059405941,0.01,"0",0.917566457859044
"event.times119","low.var",20,0.84,0,0.16,0.875643564356436,0,0.124356435643564,0.01,"0",1.18496506397135
"event.times120","+high",20,0.9,0,0.1,0.90019801980198,0,0.0998019801980198,0.05,"19.3495694063846",1.53796383117245
"event.times121","+low",20,0.82,0,0.18,0.796633663366337,0,0.203366336633663,0.01,"0",0.644233560199321
"event.times122","full",20,0.84,0,0.16,0.865742574257426,0,0.134257425742574,0.14,"5.87375515274007",1.4359804235114
"event.times123","low.var",20,0.8,0,0.2,0.798613861386139,0,0.201386138613861,0.05,"3.1077329268916",0.803105151920345
"event.times124","+high",20,0.9,0,0.1,0.873069306930693,0,0.126930693069307,0.02,"0.224271635209802",1.76227866864899
"event.times125","+low",20,0.74,0,0.26,0.722772277227723,0,0.277227722772277,0.01,"0",0.7777515746769
"event.times126","full",20,0.91,0,0.09,0.831980198019802,0,0.168019801980198,0.01,"0",0.835318167837512
"event.times127","low.var",20,0.81,0,0.19,0.84960396039604,0,0.15039603960396,0.01,"0",0.90519456013881
"event.times128","+high",20,0.83,0,0.17,0.82980198019802,0,0.17019801980198,0.02,"1.21916795088759",1.69360990247926
"event.times129","+low",20,0.79,0,0.21,0.805445544554455,0,0.194554455445545,0.01,"0",0.39674811112145
"event.times130","full",20,0.86,0,0.14,0.879009900990099,0,0.120990099009901,0.01,"0",0.319451872136573
"event.times131","low.var",20,0.85,0,0.15,0.844059405940594,0,0.155940594059406,0.06,"4.00014531966532",1.23625895278901
"event.times132","+high",20,0.89,0,0.11,0.905841584158416,0,0.0941584158415842,0.02,"1.19380739455154",1.50319991259029
"event.times133","+low",20,0.77,0,0.23,0.803069306930693,0,0.196930693069307,0.02,"4.15757711098063",0.490556260147214
"event.times134","full",20,0.9,0,0.1,0.851089108910891,0,0.148910891089109,0.13,"36.439769121494",0.784053901215876
"event.times135","low.var",20,0.8,0,0.2,0.856039603960396,0,0.143960396039604,0.06,"6.56229224614748",1.00566976597234
"event.times136","+high",20,0.9,0,0.1,0.895841584158416,0,0.104158415841584,0.04,"4.01383797232131",1.35051705981694
"event.times137","+low",20,0.74,0,0.26,0.806138613861386,0,0.193861386138614,0.04,"3.86843898806294",0.751295631167231
"event.times138","full",20,0.74,0,0.26,0.793267326732673,0,0.206732673267327,0.02,"4.444886533352",0.598498023951163
"event.times139","low.var",20,0.89,0,0.11,0.876732673267327,0,0.123267326732673,0.01,"0",0.808015355358467
"event.times140","+high",20,0.89,0,0.11,0.902673267326733,0,0.0973267326732673,0.01,"0",1.33212304286464
"event.times141","+low",20,0.82,0,0.18,0.78990099009901,0,0.21009900990099,0.01,"0",0.527747892892549
"event.times142","full",20,0.85,0,0.15,0.837920792079208,0,0.162079207920792,0.02,"0.783851384147381",1.34811766484046
"event.times143","low.var",20,0.9,0,0.1,0.867128712871287,0,0.132871287128713,0.01,"0",0.901286580038139
"event.times144","+high",20,0.79,0,0.21,0.872574257425743,0,0.127425742574257,0.02,"0.492632789667879",1.34134256590594
"event.times145","+low",20,0.69,0,0.31,0.767821782178218,0,0.232178217821782,0.03,"1.44366529727887",0.787722622795931
"event.times146","full",20,0.73,0,0.27,0.774950495049505,0,0.225049504950495,0.01,"0",1.0802538338562
"event.times147","low.var",20,0.75,0,0.25,0.827029702970297,0,0.172970297029703,0.01,"0",0.863114628252389
"event.times148","+high",20,0.89,0,0.11,0.904257425742574,0,0.0957425742574257,0.02,"0.0814931381969891",1.31806238637231
"event.times149","+low",20,0.68,0,0.32,0.700990099009901,0,0.299009900990099,0.01,"0",0.396012139990433
"event.times150","full",20,0.86,0,0.14,0.852871287128713,0,0.147128712871287,0.01,"0",1.04802807035952
"event.times151","low.var",20,0.85,0,0.15,0.898118811881188,0,0.101881188118812,0.04,"8.28079864035632",0.964510998709695
"event.times152","+high",20,0.9,0,0.1,0.882376237623762,0,0.117623762376238,0.01,"0",1.20609549202756
"event.times153","+low",20,0.76,0,0.24,0.755643564356436,0,0.244356435643564,0.01,"0",0.252427584046848
"event.times154","full",20,0.88,0,0.12,0.842178217821782,0,0.157821782178218,0.01,"0",0.670067897836715
"event.times155","low.var",20,0.84,0,0.16,0.847326732673267,0,0.152673267326733,0.01,"0",1.21939607194782
"event.times156","+high",20,0.89,0,0.11,0.909207920792079,0,0.0907920792079208,0.11,"7.07966566289276",0.774982287394238
"event.times157","+low",20,0.79,0,0.21,0.793366336633663,0,0.206633663366337,0.01,"0",0.470152943325377
"event.times158","full",20,0.8,0,0.2,0.852277227722772,0,0.147722772277228,0.01,"0",1.40695420666245
"event.times159","low.var",20,0.79,0,0.21,0.792970297029703,0,0.207029702970297,0.01,"0",1.22460600089762
"event.times160","+high",20,0.9,0,0.1,0.902970297029703,0,0.097029702970297,0.01,"0",1.62984867794169
"event.times161","+low",20,0.78,0,0.22,0.760792079207921,0,0.239207920792079,0.01,"0",0.766235391514607
"event.times162","full",20,0.88,0,0.12,0.878613861386139,0,0.121386138613861,0.07,"2.66264311187218",0.619515567296983
"event.times163","low.var",20,0.86,0,0.14,0.818613861386139,0,0.181386138613861,0.1,"12.1300092383223",1.12277206130369
"event.times164","+high",20,0.67,0.14,0.19,0.743663366336634,0.0991089108910891,0.157227722772277,0.42,"88.3458183816004",1.58438858559454
"event.times165","+low",20,0.77,0,0.23,0.793366336633663,0,0.206633663366337,0.02,"0.557169598605778",1.11272947447689
"event.times166","full",20,0.82,0,0.18,0.838415841584158,0,0.161584158415842,0.01,"0",1.1732000076979
"event.times167","low.var",20,0.87,0,0.13,0.874356435643564,0,0.125643564356436,0.02,"0.589715770017922",0.927839354063848
"event.times168","+high",20,0.89,0,0.11,0.859108910891089,0,0.140891089108911,0.03,"1.90268531201275",0.93860877486751
"event.times169","+low",20,0.71,0,0.29,0.739504950495049,0,0.260495049504951,0.01,"0",0.860358478822636
"event.times170","full",20,0.87,0,0.13,0.886633663366337,0,0.113366336633663,0.03,"4.73900178523045",1.6715489372759
"event.times171","low.var",20,0.82,0,0.18,0.798613861386139,0,0.201386138613861,0.01,"0",1.04916247673093
"event.times172","+high",20,0.84,0,0.16,0.877227722772277,0,0.122772277227723,0.32,"17.6594911003556",1.75697332360755
"event.times173","+low",20,0.68,0,0.32,0.76990099009901,0,0.23009900990099,0.03,"1.76339063602643",0.797417972266089
"event.times174","full",20,0.78,0,0.22,0.832475247524752,0,0.167524752475248,0.11,"18.1731245405694",1.52785144352698
"event.times175","low.var",20,0.88,0,0.12,0.838415841584158,0,0.161584158415842,0.01,"0",1.02340863736748
"event.times176","+high",20,0.93,0,0.07,0.897326732673267,0,0.102673267326733,0.14,"44.4776956737087",1.14777658401916
"event.times177","+low",20,0.78,0,0.22,0.759009900990099,0,0.240990099009901,0.01,"0",0.96903583414708
"event.times178","full",20,0.87,0,0.13,0.791782178217822,0,0.208217821782178,0.01,"0",1.29593385204662
"event.times179","low.var",20,0.87,0,0.13,0.866633663366337,0,0.133366336633663,0.01,"0",1.03360363175434
"event.times180","+high",20,0.88,0,0.12,0.840594059405941,0,0.159405940594059,0.02,"0.164741724364014",1.40743950456557
"event.times181","+low",20,0.82,0,0.18,0.777425742574257,0,0.222574257425743,0.02,"0.651574315973165",0.993809127284793
"event.times182","full",20,0.91,0,0.09,0.875544554455446,0,0.124455445544554,0.03,"3.42663968239913",1.55266613861866
"event.times183","low.var",20,0.9,0,0.1,0.831881188118812,0,0.168118811881188,0.05,"38.2838070429734",1.03957816300946
"event.times184","+high",20,0.84,0,0.16,0.870891089108911,0,0.129108910891089,0.01,"0",1.11904400209205
"event.times185","+low",20,0.8,0,0.2,0.776831683168317,0,0.223168316831683,0.05,"1.82427690440552",0.943873283570752
"event.times186","full",20,0.87,0,0.13,0.84980198019802,0,0.15019801980198,0.05,"2.14842577819271",1.25218853874944
"event.times187","low.var",20,0.88,0,0.12,0.862376237623762,0,0.137623762376238,0.02,"3.866320531814",1.21157784154541
"event.times188","+high",20,0.81,0,0.19,0.867029702970297,0,0.132970297029703,0.24,"35.5357931337315",0.84008329134275
"event.times189","+low",20,0.76,0,0.24,0.752475247524752,0,0.247524752475248,0.02,"1.88474293681237",0.245014573235612
"event.times190","full",20,0.81,0,0.19,0.811188118811881,0,0.188811881188119,0.01,"0",1.13168261885713
"event.times191","low.var",20,0.85,0,0.15,0.82009900990099,0,0.17990099009901,0.13,"12.3765088294274",0.906174022494876
"event.times192","+high",20,0.88,0,0.12,0.883168316831683,0,0.116831683168317,0.01,"0",1.11400573091817
"event.times193","+low",20,0.79,0,0.21,0.730792079207921,0,0.269207920792079,0.01,"0",0.527805561874515
"event.times194","full",20,0.73,0,0.27,0.822475247524752,0,0.177524752475248,0.05,"6.23793057596582",1.50242936188273
"event.times195","low.var",20,0.78,0,0.22,0.818811881188119,0,0.181188118811881,0.05,"8.80766241997624",1.04892451613247
"event.times196","+high",20,0.94,0,0.06,0.912079207920792,0,0.0879207920792079,0.29,"25.5671704403499",1.71982762061785
"event.times197","+low",20,0.76,0,0.24,0.763960396039604,0,0.236039603960396,0.01,"0",0.538676516537209
"event.times198","full",20,0.83,0,0.17,0.814158415841584,0,0.185841584158416,0.01,"0",1.58018894865933
"event.times199","low.var",20,0.88,0,0.12,0.855841584158416,0,0.144158415841584,0.01,"0",0.969620347589148
"event.times200","+high",20,0.91,0,0.09,0.869207920792079,0,0.130792079207921,0.02,"0.516541409479154",1.11600198620062
"event.times201","+low",20,0.89,0,0.11,0.796336633663366,0,0.203663366336634,0.02,"4.40493022593107",0.856355589702058
"event.times202","full",20,0.75,0,0.25,0.74980198019802,0,0.25019801980198,0.01,"0",0.808021867830002
"event.times203","low.var",20,0.86,0,0.14,0.836633663366337,0,0.163366336633663,0.1,"19.8889912968485",1.01243009716311
"event.times204","+high",20,0.84,0,0.16,0.852277227722772,0,0.147722772277228,0.04,"4.82345361689029",1.59295998123362
"event.times205","+low",20,0.71,0,0.29,0.739504950495049,0,0.260495049504951,0.02,"1.82365237283142",0.880165726238168
"event.times206","full",20,0.78,0,0.22,0.825742574257426,0,0.174257425742574,0.03,"16.0207084172951",0.770375395266451
"event.times207","low.var",20,0.74,0,0.26,0.810891089108911,0,0.189108910891089,0.01,"0",1.08259225280781
"event.times208","+high",20,0.92,0,0.08,0.867722772277228,0,0.132277227722772,0.01,"0",1.32327566110772
"event.times209","+low",20,0.82,0,0.18,0.751485148514851,0,0.248514851485149,0.04,"7.06160997093258",0.745685227423338
"event.times210","full",20,0.87,0,0.13,0.861287128712871,0,0.138712871287129,0.01,"0",1.30470803671873
"event.times211","low.var",20,0.81,0,0.19,0.856138613861386,0,0.143861386138614,0.01,"0",0.784446101179881
"event.times212","+high",20,0.86,0,0.14,0.867920792079208,0,0.132079207920792,0.01,"0",1.46244457091251
"event.times213","+low",20,0.78,0,0.22,0.766930693069307,0,0.233069306930693,0.04,"13.8372139641061",1.09311442107752
"event.times214","full",20,0.88,0,0.12,0.870693069306931,0,0.129306930693069,0.02,"0.535722951237699",1.69327105987255
"event.times215","low.var",20,0.89,0,0.11,0.839108910891089,0,0.160891089108911,0.01,"0",1.08221695445495
"event.times216","+high",20,0.86,0,0.14,0.877425742574257,0,0.122574257425743,0.01,"0",1.36603590824908
"event.times217","+low",20,0.83,0,0.17,0.830792079207921,0,0.169207920792079,0.01,"0",0.476530218147527
"event.times218","full",20,0.81,0,0.19,0.827623762376238,0,0.172376237623762,0.01,"0",1.16313467680905
"event.times219","low.var",20,0.88,0,0.12,0.843564356435644,0,0.156435643564356,0.01,"0",0.958336537714274
"event.times220","+high",20,0.86,0,0.14,0.86039603960396,0,0.13960396039604,0.03,"0.584211365573372",1.74945345243717
"event.times221","+low",20,0.8,0,0.2,0.813465346534654,0,0.186534653465347,0.06,"4.57502278912996",1.06477072484962
"event.times222","full",20,0.82,0,0.18,0.785544554455446,0,0.214455445544554,0.01,"0",0.429471197075259
"event.times223","low.var",20,0.81,0,0.19,0.815544554455446,0,0.184455445544554,0.01,"0",1.22306487199972
"event.times224","+high",20,0.85,0,0.15,0.874554455445545,0,0.125445544554455,0.05,"5.49828073896412",1.09983353907584
"event.times225","+low",20,0.89,0,0.11,0.758118811881188,0,0.241881188118812,0.02,"2.8176044944655",0.809091904917042
"event.times226","full",20,0.89,0,0.11,0.835940594059406,0,0.164059405940594,0.01,"0",1.60346313392883
"event.times227","low.var",20,0.92,0,0.08,0.891485148514851,0,0.108514851485149,0.19,"21.7563779305572",1.18390819440876
"event.times228","+high",20,0.86,0,0.14,0.857425742574257,0,0.142574257425743,0.01,"0",0.855859962411413
"event.times229","+low",20,0.76,0,0.24,0.755247524752475,0,0.244752475247525,0.01,"0",0.526105095785111
"event.times230","full",20,0.82,0,0.18,0.829108910891089,0,0.170891089108911,0.01,"0",0.387761769550213
"event.times231","low.var",20,0.9,0,0.1,0.892079207920792,0,0.107920792079208,0.09,"33.0689026032643",0.86604286312011
"event.times232","+high",20,0.86,0,0.14,0.871287128712871,0,0.128712871287129,0.11,"6.82268426468407",0.785819181375287
"event.times233","+low",20,0.7,0,0.3,0.765148514851485,0,0.234851485148515,0.04,"5.77466165813332",0.673466774682557
"event.times234","full",20,0.9,0,0.1,0.854851485148515,0,0.145148514851485,0.02,"1.95077232811371",1.31045546901631
"event.times235","low.var",20,0.95,0,0.05,0.87039603960396,0,0.12960396039604,0.01,"0",1.20534299055532
"event.times236","+high",20,0.88,0,0.12,0.87049504950495,0,0.12950495049505,0.01,"0",1.48541274999707
"event.times237","+low",20,0.84,0,0.16,0.765940594059406,0,0.234059405940594,0.03,"0.912528211503955",1.21750282620908
"event.times238","full",20,0.81,0,0.19,0.836534653465347,0,0.163465346534653,0.01,"0",0.331426555342931
"event.times239","low.var",20,0.88,0,0.12,0.84019801980198,0,0.15980198019802,0.01,"0",1.23834786764251
"event.times240","+high",20,0.86,0,0.14,0.88990099009901,0,0.11009900990099,0.01,"0",1.39409232588475
"event.times241","+low",20,0.7,0,0.3,0.772475247524752,0,0.227524752475248,0.02,"8.29806602764635",1.01321962740126
"event.times242","full",20,0.8,0,0.2,0.81029702970297,0,0.18970297029703,0.01,"0",1.37891169977318
"event.times243","low.var",20,0.87,0,0.13,0.858712871287129,0,0.141287128712871,0.01,"0",0.792480791826523
