"","treatment","longevity","S","I","R","avgS","avgI","avgR","maxI","tmaxI","quality0"
"event.times1219","low.var",80,0.19,0.22,0.59,0.212673267326733,0.180792079207921,0.606534653465347,0.4,"96.121376466452",0.954593311955411
"event.times1220","+high",80,0.39,0.21,0.4,0.340693069306931,0.285742574257426,0.373564356435644,0.59,"44.1643413449369",1.09715936311638
"event.times1221","+low",80,0.75,0,0.25,0.805445544554455,0,0.194554455445545,0.01,"0",1.11931910554858
"event.times1222","full",80,0.25,0.28,0.47,0.232673267326733,0.247623762376238,0.51970297029703,0.42,"144.304263978088",1.55487456905979
"event.times1223","low.var",80,0.81,0,0.19,0.819108910891089,0,0.180891089108911,0.01,"0",1.02256516385369
"event.times1224","+high",80,0,0.36,0.64,0,0.420594059405941,0.579405940594059,0.66,"120.725597065879",1.10620278992921
"event.times1225","+low",80,0.54,0.08,0.38,0.478415841584158,0.0893069306930693,0.432277227722772,0.22,"164.706348098145",0.596247031479127
"event.times1226","full",80,0.28,0.27,0.45,0.295940594059406,0.267128712871287,0.436930693069307,0.36,"143.365932632392",1.23282692480128
"event.times1227","low.var",80,0.33,0.24,0.43,0.307029702970297,0.26009900990099,0.432871287128713,0.48,"127.148648281003",1.0358082365242
"event.times1228","+high",80,0.25,0.42,0.33,0.267821782178218,0.375742574257426,0.356435643564356,0.65,"63.7799594371139",1.11821207709398
"event.times1229","+low",80,0.31,0.25,0.44,0.324653465346535,0.246336633663366,0.429009900990099,0.31,"179.329219208472",0.32424610216743
"event.times1230","full",80,0.78,0,0.22,0.788910891089109,0,0.211089108910891,0.01,"0",0.81922891751034
"event.times1231","low.var",80,0.34,0.14,0.52,0.303465346534653,0.239405940594059,0.457128712871287,0.39,"57.8596917678448",0.852223179795659
"event.times1232","+high",80,0.88,0,0.12,0.84990099009901,0,0.15009900990099,0.01,"0",0.90054542415449
"event.times1233","+low",80,0.78,0,0.22,0.80990099009901,0,0.19009900990099,0.01,"0",0.511555291490044
"event.times1234","full",80,0.79,0,0.21,0.818910891089109,0,0.181089108910891,0.03,"11.4261336696167",1.40229510202613
"event.times1235","low.var",80,0.27,0.22,0.51,0.25950495049505,0.223960396039604,0.516534653465347,0.4,"121.891064232999",1.06599533612203
"event.times1236","+high",80,0.18,0.38,0.44,0.178811881188119,0.400693069306931,0.42049504950495,0.53,"116.760581755437",1.61532993074041
"event.times1237","+low",80,0.47,0.06,0.47,0.404356435643564,0.124257425742574,0.471386138613861,0.27,"184.247534088788",0.494130265738737
"event.times1238","full",80,0.4,0.15,0.45,0.367821782178218,0.212277227722772,0.41990099009901,0.38,"108.304542038282",1.18883766164046
"event.times1239","low.var",80,0.29,0.3,0.41,0.268019801980198,0.263663366336634,0.468316831683168,0.44,"151.662234137944",1.12967914366159
"event.times1240","+high",80,0.32,0.35,0.33,0.347623762376238,0.331881188118812,0.320495049504951,0.56,"79.8348905387366",0.809482024602164
"event.times1241","+low",80,0.78,0,0.22,0.742574257425743,0,0.257425742574257,0.01,"0",0.229164748791048
"event.times1242","full",80,0.88,0,0.12,0.856831683168317,0,0.143168316831683,0.01,"0",0.640424164544832
"event.times1243","low.var",80,0.35,0.25,0.4,0.401485148514852,0.244554455445545,0.353960396039604,0.41,"128.556975161229",0.766401518575361
"event.times1244","+high",80,0,0.47,0.53,0,0.448811881188119,0.551188118811881,0.62,"59.5072189108985",1.06043922886076
"event.times1245","+low",80,0.83,0,0.17,0.778514851485149,0,0.221485148514851,0.03,"1.37746669255881",1.05625714489427
"event.times1246","full",80,0.27,0.18,0.55,0.303762376237624,0.222277227722772,0.473960396039604,0.42,"76.4792744212372",0.512732732951367
"event.times1247","low.var",80,0.86,0,0.14,0.855841584158416,0,0.144158415841584,0.01,"0",0.97501958938506
"event.times1248","+high",80,0.39,0.33,0.28,0.335544554455446,0.300990099009901,0.363465346534653,0.53,"63.0707334957371",1.14828590378792
"event.times1249","+low",80,0.31,0.12,0.57,0.283564356435644,0.153861386138614,0.562574257425743,0.26,"152.899327482707",1.20639703550808
"event.times1250","full",80,0.38,0.22,0.4,0.320891089108911,0.218613861386139,0.460495049504951,0.42,"139.721750258228",1.05393225012206
"event.times1251","low.var",80,0.33,0.23,0.44,0.36980198019802,0.245544554455446,0.384653465346535,0.38,"99.2983183883238",1.00008041710784
"event.times1252","+high",80,0.37,0.21,0.42,0.358118811881188,0.22980198019802,0.412079207920792,0.55,"73.6878851581221",0.953887357397372
"event.times1253","+low",80,0.51,0.09,0.4,0.511386138613861,0.100990099009901,0.387623762376238,0.3,"180.080917176215",0.433760581856492
"event.times1254","full",80,0.28,0.31,0.41,0.344455445544554,0.272574257425743,0.382970297029703,0.41,"125.593090919688",1.33882049265639
"event.times1255","low.var",80,0.33,0.19,0.48,0.29019801980198,0.254356435643564,0.455445544554455,0.42,"83.2104800145062",1.14908043403488
"event.times1256","+high",80,0.13,0.37,0.5,0.0900990099009901,0.348118811881188,0.561782178217822,0.6,"112.61141372174",1.77186587020286
"event.times1257","+low",80,0.74,0,0.26,0.754851485148515,0,0.245148514851485,0.01,"0",0.805346696004103
"event.times1258","full",80,0.2,0.19,0.61,0.166435643564356,0.258712871287129,0.574851485148515,0.38,"133.390356976422",0.927339300247082
"event.times1259","low.var",80,0.36,0.22,0.42,0.317029702970297,0.251683168316832,0.431287128712871,0.43,"105.043757956526",1.24413351584187
"event.times1260","+high",80,0.19,0.46,0.35,0.188118811881188,0.395346534653465,0.416534653465347,0.56,"87.182181296234",0.88679780190758
"event.times1261","+low",80,0.42,0.15,0.43,0.378613861386139,0.147425742574257,0.473960396039604,0.33,"200.036109015369",0.90552845990436
"event.times1262","full",80,0.4,0.3,0.3,0.396633663366337,0.256138613861386,0.347227722772277,0.46,"115.735840725598",0.682232275539996
"event.times1263","low.var",80,0.49,0.19,0.32,0.45029702970297,0.205346534653465,0.344356435643564,0.36,"102.973877238959",1.06542381109261
"event.times1264","+high",80,0.19,0.27,0.54,0.164653465346535,0.344455445544554,0.490891089108911,0.51,"83.2836168475799",1.56429577965299
"event.times1265","+low",80,0.24,0.27,0.49,0.271485148514852,0.227029702970297,0.501485148514851,0.3,"165.243568533465",0.656217383927513
"event.times1266","full",80,0.83,0,0.17,0.794356435643564,0,0.205643564356436,0.01,"0",1.00439366572738
"event.times1267","low.var",80,0.46,0.14,0.4,0.42960396039604,0.174554455445545,0.395841584158416,0.46,"63.722005531929",1.17505186754543
"event.times1268","+high",80,0.11,0.46,0.43,0.0966336633663366,0.400990099009901,0.502376237623762,0.57,"63.2910734443779",1.17065770866836
"event.times1269","+low",80,0.76,0,0.24,0.784158415841584,0,0.215841584158416,0.01,"0",0.780659123692601
"event.times1270","full",80,0.22,0.31,0.47,0.227722772277228,0.321980198019802,0.45029702970297,0.44,"75.627326688508",1.53535485718699
"event.times1271","low.var",80,0.43,0.19,0.38,0.378415841584158,0.206831683168317,0.414752475247525,0.4,"96.6456221220047",1.20744106993551
"event.times1272","+high",80,0.24,0.35,0.41,0.200594059405941,0.34039603960396,0.459009900990099,0.51,"61.2969106899171",0.994625056171425
"event.times1273","+low",80,0.52,0.07,0.41,0.480792079207921,0.0830693069306931,0.436138613861386,0.32,"173.234343111035",0.527389168646788
"event.times1274","full",80,0.8,0,0.2,0.788514851485149,0,0.211485148514851,0.01,"0",0.791688248866838
"event.times1275","low.var",80,0.19,0.19,0.62,0.14990099009901,0.221584158415842,0.628514851485149,0.45,"67.5717433914289",0.826326400346723
"event.times1276","+high",80,0,0.41,0.59,0,0.394752475247525,0.605247524752475,0.58,"97.1312612589757",1.26145341882294
"event.times1277","+low",80,0.47,0.09,0.44,0.462376237623762,0.102079207920792,0.435544554455446,0.3,"117.882438549227",0.59488568145048
"event.times1278","full",80,0.25,0.34,0.41,0.246138613861386,0.295148514851485,0.458712871287129,0.38,"127.095374430535",0.719675915841464
"event.times1279","low.var",80,0.55,0.15,0.3,0.545742574257426,0.151980198019802,0.302277227722772,0.38,"98.3485939563174",0.789867729031242
"event.times1280","+high",80,0.14,0.48,0.38,0.182871287128713,0.465445544554455,0.351683168316832,0.54,"57.4742848126754",1.1236467307116
"event.times1281","+low",80,0.88,0,0.12,0.843960396039604,0,0.156039603960396,0.01,"0",1.01081873069863
"event.times1282","full",80,0.36,0.26,0.38,0.385148514851485,0.240792079207921,0.374059405940594,0.36,"134.021135983691",1.29902174951284
"event.times1283","low.var",80,0.4,0.17,0.43,0.364059405940594,0.17960396039604,0.456336633663366,0.42,"77.6972320450103",1.03091225574806
"event.times1284","+high",80,0,0.37,0.63,0,0.387029702970297,0.612970297029703,0.63,"120.780398197888",0.97107689787203
"event.times1285","+low",80,0.28,0.19,0.53,0.26029702970297,0.218316831683168,0.521386138613861,0.35,"93.7489741706651",0.922369242594692
"event.times1286","full",80,0.8,0,0.2,0.766138613861386,0,0.233861386138614,0.01,"0",0.473092313530463
"event.times1287","low.var",80,0.82,0,0.18,0.853069306930693,0,0.146930693069307,0.01,"0",0.911116795784445
"event.times1288","+high",80,0.05,0.51,0.44,0.0578217821782178,0.454059405940594,0.488118811881188,0.6,"80.9952171750437",1.70959299146235
"event.times1289","+low",80,0.81,0,0.19,0.735346534653465,0,0.264653465346535,0.01,"0",0.879816393041134
"event.times1290","full",80,0.38,0.15,0.47,0.361881188118812,0.170693069306931,0.467425742574257,0.47,"73.1414411437409",0.592633595099023
"event.times1291","low.var",80,0.18,0.38,0.44,0.192178217821782,0.381188118811881,0.426633663366337,0.49,"117.098761309323",1.10618835987318
"event.times1292","+high",80,0.31,0.4,0.29,0.310693069306931,0.334059405940594,0.355247524752475,0.58,"42.1868664510555",0.987341763894174
"event.times1293","+low",80,0.48,0.12,0.4,0.502772277227723,0.127029702970297,0.37019801980198,0.26,"98.8123663744007",0.680670279246305
"event.times1294","full",80,0.49,0.2,0.31,0.505742574257426,0.20039603960396,0.293861386138614,0.38,"135.127828013873",0.558433731885258
"event.times1295","low.var",80,0.27,0.23,0.5,0.280990099009901,0.246534653465347,0.472475247524752,0.42,"102.581821030893",0.841315667239676
"event.times1296","+high",80,0.85,0,0.15,0.894554455445545,0,0.105445544554455,0.01,"0",1.04884655307728
"event.times1297","+low",80,0.4,0.17,0.43,0.412871287128713,0.202376237623762,0.384752475247525,0.26,"193.930928701367",0.433089278662996
"event.times1298","full",80,0.46,0.17,0.37,0.463069306930693,0.185940594059406,0.350990099009901,0.39,"58.1792221450659",1.02022058457352
"event.times1299","low.var",80,0.9,0,0.1,0.866336633663366,0,0.133663366336634,0.03,"25.394118635278",0.795840586636138
"event.times1300","+high",80,0.17,0.43,0.4,0.140891089108911,0.443465346534653,0.415643564356436,0.55,"41.400950334349",1.48138965425277
"event.times1301","+low",80,0.68,0.06,0.26,0.605742574257426,0.1,0.294257425742574,0.22,"116.063643113711",1.21330611226158
"event.times1302","full",80,0.18,0.37,0.45,0.243564356435644,0.385049504950495,0.371386138613861,0.42,"147.159620573106",1.54470033932463
"event.times1303","low.var",80,0.08,0.3,0.62,0.143762376237624,0.300792079207921,0.555445544554455,0.46,"144.099553517656",0.920469152284967
"event.times1304","+high",80,0.09,0.43,0.48,0.138217821782178,0.428019801980198,0.433762376237624,0.52,"90.4787646027978",1.76070636553273
"event.times1305","+low",80,0.79,0,0.21,0.798118811881188,0,0.201881188118812,0.01,"0",0.799117149374057
"event.times1306","full",80,0.33,0.25,0.42,0.364455445544554,0.282673267326733,0.352871287128713,0.43,"78.4317801133411",0.766927156996823
"event.times1307","low.var",80,0.83,0,0.17,0.863069306930693,0,0.136930693069307,0.01,"0",1.15581597448855
"event.times1308","+high",80,0.25,0.23,0.52,0.23,0.272178217821782,0.497821782178218,0.6,"71.7072176275782",1.38544143498615
"event.times1309","+low",80,0.52,0.08,0.4,0.562970297029703,0.0536633663366337,0.383366336633663,0.31,"130.351563883497",1.15314982720833
"event.times1310","full",80,0.4,0.18,0.42,0.444257425742574,0.146237623762376,0.409504950495049,0.34,"127.335191193296",1.67879269476454
"event.times1311","low.var",80,0.47,0.2,0.33,0.49990099009901,0.135346534653465,0.364752475247525,0.38,"82.6898837177265",1.11249095155069
"event.times1312","+high",80,0,0.18,0.82,0,0.257029702970297,0.742970297029703,0.59,"93.9249429560842",1.55556038474565
"event.times1313","+low",80,0.46,0.2,0.34,0.487524752475248,0.171188118811881,0.341287128712871,0.36,"57.5164663737729",1.1624914656922
"event.times1314","full",80,0.35,0.19,0.46,0.326435643564356,0.213861386138614,0.45970297029703,0.36,"86.0487966183929",0.4935125695546
"event.times1315","low.var",80,0.1,0.28,0.62,0.144059405940594,0.258118811881188,0.597821782178218,0.48,"127.760186062311",0.960095261785853
"event.times1316","+high",80,0.2,0.29,0.51,0.203762376237624,0.309009900990099,0.487227722772277,0.62,"78.2019160543308",1.06118150626817
"event.times1317","+low",80,0.9,0,0.1,0.777227722772277,0,0.222772277227723,0.01,"0",0.8494872478479
"event.times1318","full",80,0.85,0,0.15,0.876534653465347,0,0.123465346534653,0.01,"0",1.08337734067887
"event.times1319","low.var",80,0.17,0.17,0.66,0.132376237623762,0.241089108910891,0.626534653465347,0.43,"135.612044884536",0.764483356992722
"event.times1320","+high",80,0.05,0.39,0.56,0.073960396039604,0.410594059405941,0.515445544554455,0.57,"92.3961501214083",1.56226837778395
"event.times1321","+low",80,0.47,0.11,0.42,0.456237623762376,0.13960396039604,0.404158415841584,0.27,"198.079754502403",0.413076228625825
"event.times1322","full",80,0.51,0.19,0.3,0.508019801980198,0.176930693069307,0.315049504950495,0.36,"119.116075017091",0.276625612295817
"event.times1323","low.var",80,0.3,0.2,0.5,0.305841584158416,0.27019801980198,0.423960396039604,0.38,"68.1492706297989",1.02959020769778
"event.times1324","+high",80,0.84,0,0.16,0.892871287128713,0,0.107128712871287,0.01,"0",0.849656768686359
"event.times1325","+low",80,0.48,0.17,0.35,0.441089108910891,0.229009900990099,0.32990099009901,0.29,"185.282604848295",0.25093825192974
"event.times1326","full",80,0.43,0.16,0.41,0.43950495049505,0.150891089108911,0.40960396039604,0.4,"60.6322688116885",1.29499250590597
"event.times1327","low.var",80,0.32,0.36,0.32,0.332673267326733,0.314059405940594,0.353267326732673,0.48,"102.403284043686",0.809272706499424
"event.times1328","+high",80,0.07,0.5,0.43,0.0964356435643564,0.514356435643564,0.389207920792079,0.57,"124.819615437089",1.43571351746003
"event.times1329","+low",80,0.62,0.07,0.31,0.621485148514851,0.0696039603960396,0.308910891089109,0.26,"83.7396335512605",0.361990148678007
"event.times1330","full",80,0.45,0.2,0.35,0.468019801980198,0.184356435643564,0.347623762376238,0.37,"47.7891855829516",1.53889379123188
"event.times1331","low.var",80,0.17,0.24,0.59,0.152178217821782,0.238217821782178,0.60960396039604,0.49,"146.247754539045",0.944871463378228
"event.times1332","+high",80,0.85,0,0.15,0.88029702970297,0,0.11970297029703,0.01,"0",0.893585611857297
"event.times1333","+low",80,0.6,0.09,0.31,0.597128712871287,0.094950495049505,0.307920792079208,0.31,"145.37219996242",1.2308880908493
"event.times1334","full",80,0.51,0.14,0.35,0.467524752475247,0.136831683168317,0.395643564356436,0.39,"65.6190079431728",0.555558482762748
"event.times1335","low.var",80,0.16,0.33,0.51,0.151386138613861,0.331188118811881,0.517425742574257,0.43,"145.469066621078",1.16615915826619
"event.times1336","+high",80,0,0.42,0.58,0,0.378811881188119,0.621188118811881,0.59,"55.8717724527311",1.64310272189792
"event.times1337","+low",80,0.76,0,0.24,0.751485148514851,0,0.248514851485149,0.02,"1.07950458932958",1.11199218445437
"event.times1338","full",80,0.38,0.22,0.4,0.33009900990099,0.253564356435644,0.416336633663366,0.42,"65.2744971369239",1.32644145642997
"event.times1339","low.var",80,0.39,0.24,0.37,0.39950495049505,0.247326732673267,0.353168316831683,0.41,"81.3927145349161",1.23320569979744
"event.times1340","+high",80,0.27,0.35,0.38,0.298217821782178,0.336831683168317,0.364950495049505,0.54,"82.0308185859217",0.999810417930752
"event.times1341","+low",80,0.43,0.19,0.38,0.464158415841584,0.151287128712871,0.384554455445545,0.27,"97.5215319969359",1.00925258668225
"event.times1342","full",80,0.3,0.23,0.47,0.272970297029703,0.225049504950495,0.501980198019802,0.39,"170.282724286907",0.629601809390223
"event.times1343","low.var",80,0.19,0.3,0.51,0.207722772277228,0.268811881188119,0.523465346534653,0.47,"40.0628126660975",0.971732050799207
"event.times1344","+high",80,0.32,0.27,0.41,0.305841584158416,0.32039603960396,0.373762376237624,0.54,"111.74883205142",0.763690199233045
"event.times1345","+low",80,0.62,0.07,0.31,0.618217821782178,0.0636633663366337,0.318118811881188,0.29,"163.068959082893",0.825955061761381
"event.times1346","full",80,0.24,0.21,0.55,0.247920792079208,0.216138613861386,0.535940594059406,0.38,"59.7197224103634",1.50859502836761
"event.times1347","low.var",80,0.31,0.25,0.44,0.336732673267327,0.263663366336634,0.39960396039604,0.47,"132.702912051447",0.850789443852567
"event.times1348","+high",80,0.84,0,0.16,0.878811881188119,0,0.121188118811881,0.01,"0",1.37285423477494
"event.times1349","+low",80,0.5,0.08,0.42,0.504158415841584,0.0912871287128713,0.404554455445545,0.3,"115.947929195147",0.51498938657374
"event.times1350","full",80,0.78,0,0.22,0.812277227722772,0,0.187722772277228,0.02,"3.52190261968503",0.967058648336954
"event.times1351","low.var",80,0.84,0,0.16,0.863564356435644,0,0.136435643564356,0.01,"0",0.958791576095461
"event.times1352","+high",80,0,0.43,0.57,0,0.427425742574257,0.572574257425743,0.62,"118.911097845293",1.62883968202679
"event.times1353","+low",80,0.77,0,0.23,0.835940594059406,0,0.164059405940594,0.01,"0",0.247386065494325
"event.times1354","full",80,0.18,0.26,0.56,0.146732673267327,0.310891089108911,0.542376237623762,0.45,"132.875791936905",0.929101927501476
"event.times1355","low.var",80,0.27,0.27,0.46,0.312673267326733,0.277821782178218,0.409504950495049,0.41,"69.7216056220163",0.923338359415529
"event.times1356","+high",80,0.87,0,0.13,0.862871287128713,0,0.137128712871287,0.03,"27.4428128009245",0.810911149179759
"event.times1357","+low",80,0.77,0,0.23,0.674158415841584,0,0.325841584158416,0.03,"7.37853685350526",0.895173462671369
"event.times1358","full",80,0.37,0.26,0.37,0.377524752475248,0.254851485148515,0.367623762376238,0.39,"68.9885083915439",0.966397403908734
"event.times1359","low.var",80,0.83,0,0.17,0.833366336633663,0,0.166633663366337,0.01,"0",0.869996139680487
"event.times1360","+high",80,0,0.42,0.58,0,0.339405940594059,0.660594059405941,0.6,"89.7731969001193",1.30376253480557
"event.times1361","+low",80,0.44,0.17,0.39,0.446138613861386,0.136138613861386,0.417722772277228,0.24,"58.0477561481513",0.466838248989643
"event.times1362","full",80,0.3,0.24,0.46,0.220891089108911,0.22009900990099,0.559009900990099,0.49,"77.4683117412542",1.15948841512573
"event.times1363","low.var",80,0.3,0.28,0.42,0.353762376237624,0.258712871287129,0.387524752475248,0.43,"67.9792116142688",0.877678450020765
"event.times1364","+high",80,0.25,0.34,0.41,0.26960396039604,0.349108910891089,0.381287128712871,0.58,"95.0084896025554",1.5602137297434
"event.times1365","+low",80,0.3,0.22,0.48,0.352871287128713,0.166138613861386,0.480990099009901,0.25,"182.123388295362",0.298426039312063
"event.times1366","full",80,0.4,0.24,0.36,0.391386138613861,0.242178217821782,0.366435643564356,0.36,"117.526705530692",0.38827413229182
"event.times1367","low.var",80,0.37,0.26,0.37,0.384158415841584,0.245346534653465,0.37049504950495,0.4,"152.241934788724",0.779832635936653
"event.times1368","+high",80,0,0.47,0.53,0,0.337128712871287,0.662871287128713,0.57,"92.1717786721765",0.888916688937313
"event.times1369","+low",80,0.51,0.14,0.35,0.486435643564356,0.145049504950495,0.368514851485149,0.33,"124.007598682776",1.20420569371615
"event.times1370","full",80,0.91,0,0.09,0.884257425742574,0,0.115742574257426,0.01,"0",0.696439625682403
"event.times1371","low.var",80,0.34,0.24,0.42,0.343762376237624,0.238712871287129,0.417524752475248,0.4,"139.934042318548",1.18758643216886
"event.times1372","+high",80,0,0.41,0.59,0,0.465841584158416,0.534158415841584,0.53,"120.487491234899",1.33608788448161
"event.times1373","+low",80,0.76,0,0.24,0.745148514851485,0,0.254851485148515,0.02,"0.532877683261536",0.288746307644231
"event.times1374","full",80,0.46,0.16,0.38,0.491881188118812,0.144554455445545,0.363564356435644,0.35,"65.7533686730122",0.608420496838389
"event.times1375","low.var",80,0.22,0.21,0.57,0.266237623762376,0.238811881188119,0.494950495049505,0.38,"58.4438456131687",1.2444100462474
"event.times1376","+high",80,0.07,0.51,0.42,0.0457425742574257,0.48980198019802,0.464455445544554,0.57,"86.1999350069134",1.65507796309871
"event.times1377","+low",80,0.48,0.11,0.41,0.473861386138614,0.103960396039604,0.422178217821782,0.32,"175.577852473488",0.680645213186315
"event.times1378","full",80,0.43,0.25,0.32,0.390594059405941,0.207920792079208,0.401485148514852,0.34,"130.50778746039",0.643613510605065
"event.times1379","low.var",80,0.16,0.27,0.57,0.165742574257426,0.309009900990099,0.525247524752475,0.45,"126.879934803602",1.22452724090083
"event.times1380","+high",80,0.35,0.34,0.31,0.31980198019802,0.34039603960396,0.33980198019802,0.53,"56.7817108075227",0.917454583867966
"event.times1381","+low",80,0.33,0.18,0.49,0.373663366336634,0.148118811881188,0.478217821782178,0.38,"163.496045903701",0.747078563894258
"event.times1382","full",80,0.32,0.3,0.38,0.358811881188119,0.22960396039604,0.411584158415842,0.38,"143.434404849507",0.613026496018641
"event.times1383","low.var",80,0.25,0.38,0.37,0.244356435643564,0.324752475247525,0.430891089108911,0.38,"106.193120823326",1.19563280597306
"event.times1384","+high",80,0.09,0.32,0.59,0.0910891089108911,0.410891089108911,0.498019801980198,0.56,"105.935467340511",1.63671895967731
"event.times1385","+low",80,0.81,0,0.19,0.822277227722772,0,0.177722772277228,0.01,"0",0.663905207005176
"event.times1386","full",80,0.49,0.19,0.32,0.436138613861386,0.176138613861386,0.387722772277228,0.48,"98.0881848237421",1.29814016085212
"event.times1387","low.var",80,0.4,0.24,0.36,0.447920792079208,0.202970297029703,0.349108910891089,0.36,"70.7955387889008",1.1711925414706
"event.times1388","+high",80,0.15,0.44,0.41,0.15019801980198,0.428910891089109,0.420891089108911,0.53,"92.6962293000397",0.916227846704658
"event.times1389","+low",80,0.34,0.18,0.48,0.439207920792079,0.177524752475248,0.383267326732673,0.26,"139.55297516577",0.356756096179047
"event.times1390","full",80,0.24,0.25,0.51,0.258019801980198,0.223465346534653,0.518514851485149,0.42,"48.3661257793484",0.901094127858699
"event.times1391","low.var",80,0.3,0.22,0.48,0.330990099009901,0.185445544554455,0.483564356435644,0.39,"66.3046607755759",0.766860720379609
"event.times1392","+high",80,0.31,0.34,0.35,0.303267326732673,0.263366336633663,0.433366336633663,0.57,"75.5427630061615",1.23233277894583
"event.times1393","+low",80,0.79,0,0.21,0.803267326732673,0,0.196732673267327,0.02,"5.76687008063483",1.07454149824954
"event.times1394","full",80,0.48,0.17,0.35,0.475049504950495,0.176336633663366,0.348613861386139,0.38,"93.5428507117334",0.463112564055837
"event.times1395","low.var",80,0.44,0.27,0.29,0.447326732673267,0.256534653465347,0.296138613861386,0.4,"39.3229020788533",0.955251187663472
"event.times1396","+high",80,0.31,0.23,0.46,0.306336633663366,0.244752475247525,0.448910891089109,0.54,"71.1230519586092",1.17263879741067
"event.times1397","+low",80,0.55,0.12,0.33,0.527920792079208,0.123069306930693,0.349009900990099,0.28,"113.036059390379",0.408490688087093
"event.times1398","full",80,0.51,0.21,0.28,0.456138613861386,0.183465346534653,0.36039603960396,0.43,"145.69432197798",0.725197521992505
"event.times1399","low.var",80,0.41,0.2,0.39,0.405544554455446,0.232574257425743,0.361881188118812,0.4,"51.0307980016349",1.02624975653428
"event.times1400","+high",80,0.91,0,0.09,0.880891089108911,0,0.119108910891089,0.02,"0.896422194656821",1.04833220651831
"event.times1401","+low",80,0.4,0.14,0.46,0.39950495049505,0.111881188118812,0.488613861386139,0.26,"102.705163552199",1.17937010621833
"event.times1402","full",80,0.4,0.23,0.37,0.328217821782178,0.275049504950495,0.396732673267327,0.4,"92.7674516762531",1.19728746799062
"event.times1403","low.var",80,0.36,0.21,0.43,0.307821782178218,0.284257425742574,0.407920792079208,0.49,"89.2617048289039",0.881553489564393
"event.times1404","+high",80,0,0.5,0.5,0,0.448316831683168,0.551683168316832,0.58,"77.3891485849414",1.12015133542143
"event.times1405","+low",80,0.34,0.14,0.52,0.302673267326733,0.19049504950495,0.506831683168317,0.28,"142.927214145842",0.92898339303682
"event.times1406","full",80,0.51,0.16,0.33,0.536039603960396,0.18950495049505,0.274455445544554,0.39,"70.64772771526",1.61568079852014
"event.times1407","low.var",80,0.45,0.19,0.36,0.35009900990099,0.186930693069307,0.462970297029703,0.43,"126.685461764132",0.784922176248148
"event.times1408","+high",80,0.02,0.39,0.59,0.0508910891089109,0.396633663366337,0.552475247524752,0.54,"86.6411350744205",0.990888049500762
"event.times1409","+low",80,0.33,0.15,0.52,0.349009900990099,0.198415841584158,0.452574257425743,0.29,"113.296765683648",0.747438978533537
"event.times1410","full",80,0.25,0.26,0.49,0.306534653465347,0.242574257425743,0.450891089108911,0.36,"149.266519276324",1.09364026971646
"event.times1411","low.var",80,0.29,0.2,0.51,0.345247524752475,0.246237623762376,0.408514851485148,0.42,"76.9347012387751",0.848180436690566
"event.times1412","+high",80,0.15,0.44,0.41,0.175544554455446,0.409207920792079,0.415247524752475,0.48,"112.891259776306",0.836345413719437
"event.times1413","+low",80,0.31,0.11,0.58,0.30990099009901,0.100495049504951,0.58960396039604,0.27,"109.876047242874",1.07719670980257
"event.times1414","full",80,0.31,0.29,0.4,0.325148514851485,0.23039603960396,0.444455445544554,0.43,"53.4523211173926",0.977888349140946
"event.times1415","low.var",80,0.38,0.2,0.42,0.332772277227723,0.232475247524752,0.434752475247525,0.35,"136.40371668223",1.12000166478012
"event.times1416","+high",80,0.42,0.25,0.33,0.381881188118812,0.318613861386139,0.299504950495049,0.47,"62.6998164968641",0.839621595283871
"event.times1417","+low",80,0.58,0.08,0.34,0.528118811881188,0.106138613861386,0.365742574257426,0.28,"111.035047389187",0.500688217302403
"event.times1418","full",80,0.5,0.15,0.35,0.465742574257426,0.135247524752475,0.399009900990099,0.4,"114.019194887856",0.755777288318464
"event.times1419","low.var",80,0.4,0.13,0.47,0.402376237623762,0.168811881188119,0.428811881188119,0.42,"64.4364823760512",0.8709676757806
"event.times1420","+high",80,0.02,0.42,0.56,0.0306930693069307,0.392673267326733,0.576633663366337,0.59,"77.5341854122036",1.23247255224716
"event.times1421","+low",80,0.51,0.09,0.4,0.444950495049505,0.123762376237624,0.431287128712871,0.29,"108.008125768568",0.7153296602471
"event.times1422","full",80,0.24,0.16,0.6,0.202871287128713,0.22039603960396,0.576732673267327,0.5,"147.784354097059",0.266701211829397
"event.times1423","low.var",80,0.6,0.14,0.26,0.514950495049505,0.15950495049505,0.325544554455446,0.43,"118.768553044644",0.76054489177481
"event.times1424","+high",80,0.07,0.41,0.52,0.0736633663366337,0.431584158415842,0.494752475247525,0.52,"67.1603559191937",0.983452786549598
"event.times1425","+low",80,0.45,0.19,0.36,0.504257425742574,0.135742574257426,0.36,0.25,"114.599454542822",1.05345958065275
"event.times1426","full",80,0.26,0.21,0.53,0.231188118811881,0.238415841584158,0.53039603960396,0.39,"70.6621624024736",0.236305691270698
"event.times1427","low.var",80,0.21,0.29,0.5,0.183960396039604,0.297821782178218,0.518217821782178,0.48,"138.048442615868",0.976974654652718
"event.times1428","+high",80,0,0.31,0.69,0,0.328811881188119,0.671188118811881,0.63,"66.9412420449881",1.45537020448503
"event.times1429","+low",80,0.76,0,0.24,0.76950495049505,0,0.230495049504951,0.01,"0",0.736509711585067
"event.times1430","full",80,0.35,0.27,0.38,0.427326732673267,0.198910891089109,0.373762376237624,0.41,"68.8461792004355",1.13672007511497
